param,metric,slope,intercept,r_squared,p_value,n_samples
temperature,recon_WER,0.3166666666666666,2.5179629629629634,0.13083611740842374,0.06375093510319849,27
temperature,recon_CER,0.08333333333333343,0.7883333333333334,0.10378228782287843,0.10126097950433445,27
temperature,recon_UTMOS,0.02777777777777776,2.877222222222223,0.026901004304160585,0.4136548170453559,27
guidance_scale,recon_WER,-0.5897660818713449,3.4233333333333333,0.31935400561420246,0.002130483102523043,27
guidance_scale,recon_CER,-0.16403508771929828,1.037777777777778,0.2829756587039556,0.004291633791015201,27
guidance_scale,recon_UTMOS,0.10175438596491242,2.762222222222223,0.25402099222230623,0.0073516323258877095,27
n_steps,recon_WER,-0.005634920634920628,2.728888888888889,0.017185129629945242,0.5145534289254091,27
n_steps,recon_CER,-0.0017857142857142852,0.8466666666666669,0.019768054823405372,0.48424563898043665,27
n_steps,recon_UTMOS,0.00428571428571429,2.851111111111112,0.26562820250051233,0.005935889389881765,27
